listing_type,tenant_rating,bedrooms,bathrooms,monthly_rent
Private room,,1,1,950
Private room,,1,1,900
Private room,4.5,1,1.5,370
Entire home/apt,5,1,1,950
Private room,,2,1,950
Entire home/apt,5,3,2,1500
Entire home/apt,,2,1,850
Entire home/apt,4.5,1,1,800
Entire home/apt,4.5,0,1,590
Private room,,0,1,1000
Entire home/apt,,2,1,1200
Entire home/apt,,2,1,1200
Entire home/apt,4,0,1,990
Entire home/apt,,2,2,1500
Entire home/apt,,1,1,600
Entire home/apt,4.5,0,1,480
Private room,,1,1,600
Entire home/apt,5,1,1,950
Entire home/apt,5,2,1,850
Entire home/apt,,1,1,680
Entire home/apt,,2,2,2000
Private room,5,1,1,500
Entire home/apt,5,1,1,420
Entire home/apt,,1,1,730
Private room,5,1,1,520
Private room,4.5,1,1,450
Entire home/apt,,2,2,2900
Entire home/apt,,3,2,2380
Private room,4.5,1,1,590
Entire home/apt,5,0,1,1370
Private room,5,2,1,650
Entire home/apt,4.5,1,1,1390
Private room,,1,3,260
Private room,5,1,1,300
Private room,5,0,1,650
Entire home/apt,,0,1,910
Entire home/apt,5,0,1,750
Entire home/apt,4.5,1,1,690
Private room,4.5,1,1,340
Private room,,1,3,300
Entire home/apt,5,1,1,1260
Entire home/apt,5,0,1,1490
Entire home/apt,5,1,1,1000
Entire home/apt,4.5,0,1,600
Private room,5,1,1,550
Entire home/apt,5,2,1,890
Entire home/apt,4.5,2,1,1200
Entire home/apt,5,0,1,550
Private room,5,2,1,740
Entire home/apt,5,1,1,1490
Entire home/apt,,2,1,1060
Entire home/apt,,5,3,2220
Entire home/apt,,4,2,2200
Entire home/apt,5,2,1,790
Private room,,2,1,1250
Entire home/apt,5,2,1,690
Entire home/apt,5,1,1.5,1280
Private room,,1,2,1000
Entire home/apt,4.5,1,1,600
Entire home/apt,4.5,2,1,810
Entire home/apt,,1,1,640
Private room,5,1,1,360
Entire home/apt,,3,2,990
Entire home/apt,5,1,1,1190
Entire home/apt,5,2,1,990
Entire home/apt,5,2,2,1290
Private room,,1,1,900
Entire home/apt,5,1,1,850
Entire home/apt,4.5,0,1,1080
Private room,5,1,1,790
Shared room,5,1,1,790
Private room,5,1,1,630
Entire home/apt,5,3,1,750
Entire home/apt,5,3,2,1800
Entire home/apt,,2,2.5,1800
Entire home/apt,5,3,1,950
Entire home/apt,5,1,1,800
Entire home/apt,,4,2.5,2990
Entire home/apt,,3,2,3990
Entire home/apt,5,0,1,820
Entire home/apt,4,0,1,590
Entire home/apt,4.5,0,1,490
Entire home/apt,5,2,1,680
Entire home/apt,4.5,0,1,540
Private room,,1,1,380
Private room,,1,1,380
Private room,5,1,1.5,380
Entire home/apt,5,1,1,1160
Entire home/apt,,0,1,1250
Private room,5,1,1,600
Entire home/apt,,3,3,2620
Private room,,1,1.5,550
Entire home/apt,4.5,1,1,850
Entire home/apt,5,4,2,2030
Entire home/apt,5,1,1,590
Private room,4.5,1,1,800
Private room,5,1,1.5,450
Entire home/apt,5,1,1,640
Private room,5,1,1,560
Private room,,1,1,990
Entire home/apt,5,2,2,1500
Entire home/apt,5,2,1,750
Entire home/apt,5,3,2,1650
Entire home/apt,5,0,1,490
Entire home/apt,,1,1,650
Entire home/apt,4.5,1,1,610
Entire home/apt,5,1,1,790
Private room,5,1,1,950
Entire home/apt,4.5,3,3,1400
Entire home/apt,4.5,2,1,1100
Entire home/apt,4.5,1,1,310
Entire home/apt,5,1,1,1000
Entire home/apt,5,0,1,900
Entire home/apt,5,2,2,1090
Entire home/apt,5,1,0.5,720
Entire home/apt,4.5,1,1,750
Private room,4.5,1,1,650
Private room,5,2,1,850
Entire home/apt,5,1,1,1650
Private room,,1,1,680
Private room,,1,1.5,500
Entire home/apt,,2,2,2250
Entire home/apt,5,1,1,1090
Entire home/apt,5,1,1,1190
Entire home/apt,,1,1,690
Entire home/apt,,0,2,860
Private room,4.5,1,2,590
Private room,,1,1,1000
Private room,,1,1,1000
Entire home/apt,,2,1,1750
Shared room,4,1,1,200
Entire home/apt,,2,2,1400
Entire home/apt,5,1,1,1290
Entire home/apt,5,0,1,700
Entire home/apt,,2,2,1280
Private room,5,1,1,390
Entire home/apt,,1,1,2090
Entire home/apt,,1,1,1200
Entire home/apt,,0,1,890
Private room,5,1,1,450
Private room,,1,1,1000
Private room,5,1,1.5,900
Private room,5,1,1,510
Entire home/apt,,1,1,800
Entire home/apt,4,0,1,930
Entire home/apt,,3,2.5,1300
Entire home/apt,5,1,1,530
Private room,,1,1,850
Private room,5,1,1,700
Private room,,1,1,700
Private room,,1,1,1200
Shared room,5,1,1,200
Entire home/apt,5,1,1,1050
Entire home/apt,5,1,1,490
Entire home/apt,5,1,1,890
Private room,4.5,1,1,600
Entire home/apt,,1,1,650
Entire home/apt,4,5,2,3680
Entire home/apt,5,1,1,630
Private room,,1,1,700
Private room,5,1,1,400
Entire home/apt,5,1,1,600
Entire home/apt,5,1,1,800
Private room,,1,1,650
Entire home/apt,4.5,2,1,640
Private room,5,1,2,590
Entire home/apt,4.5,1,1,980
Entire home/apt,5,1,1,1600
Entire home/apt,5,2,1.5,1320
Entire home/apt,5,0,1,900
Private room,5,1,1.5,470
Private room,4,1,1,250
Entire home/apt,5,1,1,690
Entire home/apt,5,0,1,650
Private room,,1,1,950
Private room,,1,1,600
Entire home/apt,5,2,1,730
Private room,5,1,1,210
Entire home/apt,4.5,1,1,700
Private room,,1,1,500
Entire home/apt,,3,3,3000
Entire home/apt,5,2,1,770
Entire home/apt,,7,3,3750
Entire home/apt,,5,3,7250
Private room,5,1,1,700
Entire home/apt,5,1,1,680
Entire home/apt,,1,1,1750
Entire home/apt,,2,2,3450
Private room,5,1,1,420
Entire home/apt,,3,3,5150
Entire home/apt,,4,4,6890
Private room,,1,1,390
Entire home/apt,5,1,1,740
Entire home/apt,5,2,2,1090
Entire home/apt,5,2,1,1430
Entire home/apt,5,1,0.5,490
Private room,5,1,1,690
Entire home/apt,5,1,1,1530
Entire home/apt,5,0,1,700
Entire home/apt,4,3,2,1880
Private room,4.5,1,1,220
Entire home/apt,,0,1,730
Entire home/apt,4.5,0,1,730
Entire home/apt,,0,1,440
Entire home/apt,,0,1,610
Entire home/apt,,0,1,440
Entire home/apt,,0,1,440
Entire home/apt,,0,1,610
Entire home/apt,,0,1,790
Entire home/apt,,0,1,790
Entire home/apt,,0,1,790
Entire home/apt,,0,1,440
Entire home/apt,,0,1,440
Entire home/apt,,0,1,440
Entire home/apt,,0,1,730
Entire home/apt,,0,1,610
Entire home/apt,,0,1,440
Entire home/apt,,0,1,440
Entire home/apt,,0,1,440
Entire home/apt,,0,1,760
Entire home/apt,,1,1,870
Entire home/apt,,1,1,840
Entire home/apt,3.5,1,1,840
Entire home/apt,,1,1,430
Entire home/apt,5,1,1,950
Entire home/apt,4.5,0,1,850
Private room,,1,1,1210
Entire home/apt,,2,2,1000
Private room,5,1,1,300
Private room,,1,1,800
Entire home/apt,,1,1,850
Entire home/apt,,1,1,850
Entire home/apt,,1,1,430
Entire home/apt,,1,1,570
Entire home/apt,,1,1,840
Entire home/apt,,1,1,570
Entire home/apt,,1,1,840
Entire home/apt,,1,1,840
Entire home/apt,,1,1,430
Entire home/apt,,1,1,430
Entire home/apt,,1,1,500
Entire home/apt,,1,1,850
Entire home/apt,,1,1,500
Entire home/apt,,1,1,430
Entire home/apt,,1,1,870
Entire home/apt,,1,1,850
Entire home/apt,,1,1,2750
Entire home/apt,,1,1,1670
Entire home/apt,,1,1,570
Entire home/apt,,1,1,850
Entire home/apt,,1,1,850
Entire home/apt,,1,1,840
Entire home/apt,,1,1,430
Entire home/apt,,1,1,870
Entire home/apt,,1,1,430
Entire home/apt,,1,1,870
Entire home/apt,,1,1,3020
Entire home/apt,,1,1,420
Entire home/apt,,1,1,420
Entire home/apt,,1,1,670
Entire home/apt,,1,1,3020
Entire home/apt,,1,1,420
Entire home/apt,,1,1,3020
Entire home/apt,,1,1,3020
Entire home/apt,,1,1,3020
Entire home/apt,,2,1,3490
Entire home/apt,,2,1,650
Entire home/apt,,2,1,650
Entire home/apt,,2,1,3490
Entire home/apt,,2,2,610
Entire home/apt,,2,2,3340
Entire home/apt,,2,2,920
Entire home/apt,,2,2,610
Entire home/apt,,2,2,3340
Entire home/apt,,3,2,3690
Entire home/apt,4,2,1,580
Entire home/apt,5,2,1.5,1250
Entire home/apt,5,1,1,1190
Entire home/apt,4.5,2,1,990
Entire home/apt,5,1,1,990
Entire home/apt,5,1,1,850
Entire home/apt,4.5,2,1,600
Entire home/apt,4.5,2,1,1500
Entire home/apt,4,2,1,1490
Entire home/apt,5,4,2,2590
Entire home/apt,,1,1,650
Private room,,1,1,700
Private room,,1,1,700
Entire home/apt,5,1,1,1550
Entire home/apt,5,1,1,790
Entire home/apt,3.5,0,1,450
Entire home/apt,5,1,1,1000
Private room,,1,1,600
Private room,5,1,1,960
Entire home/apt,4.5,1,1,900
Entire home/apt,4.5,2,1,790
Entire home/apt,5,5,2,1990
Private room,5,1,1,450
Private room,5,1,1,340
Entire home/apt,,3,3.5,3000
Private room,5,1,1,350
Entire home/apt,5,1,1,850
Shared room,3.5,1,1,200
Entire home/apt,5,1,1,900
Entire home/apt,5,1,1,850
Entire home/apt,5,1,1,990
Entire home/apt,5,0,1,750
Private room,5,1,1,650
Entire home/apt,5,0,1,450
Entire home/apt,5,1,1,690
Private room,5,1,1,850
Entire home/apt,4.5,2,2,950
Entire home/apt,5,1,1,1000
Entire home/apt,,0,1,900
Entire home/apt,4.5,5,4.5,2800
Entire home/apt,5,1,1,1020
Private room,,1,1,900
Private room,,1,1,800
Private room,,1,2.5,600
Private room,,1,2.5,600
Private room,5,1,1,690
Entire home/apt,,1,1,1250
Private room,,1,1,990
Entire home/apt,4.5,0,1,1090
Entire home/apt,5,1,1.5,1350
Entire home/apt,4.5,1,1,440
Private room,5,1,1,350
Private room,,0,1,800
Private room,,1,1,1500
Entire home/apt,,3,2,3000
Entire home/apt,5,0,1,390
Entire home/apt,5,2,1,550
Private room,,1,1,1000
Entire home/apt,,1,1,750
Entire home/apt,,1,1,1750
Entire home/apt,,1,1,1750
Entire home/apt,4.5,1,1,850
Entire home/apt,4.5,1,1.5,710
Entire home/apt,5,2,1.5,1190
Entire home/apt,4.5,0,1,990
Entire home/apt,5,2,1,750
Entire home/apt,5,2,2,1550
Entire home/apt,5,2,1,940
Private room,,1,2,590
Private room,,1,1,300
Entire home/apt,4.5,1,1,900
Entire home/apt,5,0,1,990
Entire home/apt,4,0,1,1290
Entire home/apt,4.5,2,1,410
Private room,,1,1,800
Private room,4.5,1,2,250
Entire home/apt,5,0,1,610
Entire home/apt,,5,3.5,7000
Private room,,1,1.5,990
Private room,5,1,1.5,500
Private room,5,1,1,700
Entire home/apt,5,2,2,1200
Entire home/apt,5,3,1,1290
Entire home/apt,,1,1,1200
Entire home/apt,,4,2,1650
Private room,5,2,1.5,650
Entire home/apt,5,1,1,550
Entire home/apt,3.5,0,1,890
Private room,5,1,1,300
Entire home/apt,5,1,1,890
Private room,5,1,1,500
Private room,,1,1.5,1250
Entire home/apt,5,2,1,1000
Private room,,2,1,250
Private room,,1,1,800
Entire home/apt,,1,1,630
Entire home/apt,,1,1,330
Entire home/apt,,1,1,800
Entire home/apt,,3,2.5,1990
Entire home/apt,4.5,3,1,490
Entire home/apt,4.5,4,2,1000
Entire home/apt,5,1,1,1090
Entire home/apt,5,1,1,600
Entire home/apt,5,2,1.5,800
Entire home/apt,5,1,1.5,850
Entire home/apt,4,2,2,1450
Entire home/apt,,2,1,1500
Entire home/apt,5,0,1,400
Entire home/apt,4,2,1,360
Entire home/apt,,1,1,1950
Entire home/apt,5,0,1,470
Entire home/apt,,0,1,490
Entire home/apt,4.5,1,1,680
Entire home/apt,5,2,1.5,500
Entire home/apt,5,1,1,1250
Private room,5,1,1,700
Entire home/apt,4.5,1,1,500
Entire home/apt,4.5,3,2,1300
Entire home/apt,,1,1,1110
Private room,5,1,1.5,250
Entire home/apt,5,0,1,690
Private room,5,1,2,590
Entire home/apt,5,2,1,800
Entire home/apt,5,1,1,810
Entire home/apt,5,2,1,440
Entire home/apt,,1,1,1950
Private room,,1,1,1100
Entire home/apt,4.5,2,1,1090
Private room,5,1,1,340
Entire home/apt,,2,2,1100
Private room,5,0,1,800
Entire home/apt,5,1,1,1250
Private room,4.5,1,1,300
Entire home/apt,4.5,0,1,490
Entire home/apt,5,0,1,1410
Entire home/apt,,1,1,550
Private room,5,1,1,590
Entire home/apt,4.5,2,1,850
Private room,5,1,1,350
Private room,,1,2,290
Entire home/apt,4.5,2,1,420
Entire home/apt,,3,3.5,2500
Entire home/apt,,2,2,1600
Entire home/apt,,1,1,1300
Entire home/apt,,2,1,690
Private room,5,1,1,750
Entire home/apt,5,1,1,630
Private room,,2,1.5,420
Entire home/apt,5,1,1,990
Private room,4.5,1,1,490
Entire home/apt,5,1,1,780
Shared room,,1,1,600
Entire home/apt,5,2,1,600
Entire home/apt,,2,1,1500
Entire home/apt,5,2,2.5,630
Entire home/apt,,4,2.5,2400
Entire home/apt,4.5,0,1,1100
Entire home/apt,,0,1,1050
Entire home/apt,,1,1,5000
Entire home/apt,5,2,1.5,1250
Entire home/apt,,0,1,1250
Entire home/apt,,2,1,1250
Entire home/apt,,2,1,890
Entire home/apt,4,2,1,1040
Private room,5,1,1,700
Entire home/apt,5,3,2,1180
Entire home/apt,,1,1,1300
Entire home/apt,,1,1,1500
Entire home/apt,5,2,1,1850
Entire home/apt,5,2,1,1190
Entire home/apt,,1,1,1300
Entire home/apt,5,1,1,1300
Private room,5,1,1,450
Entire home/apt,5,1,1,900
Private room,,1,1,800
Entire home/apt,,2,1.5,2950
Private room,,1,1,1100
Private room,,1,1,900
Private room,,1,2,250
Entire home/apt,5,3,2,1600
Private room,,1,1,1050
Private room,5,1,1,800
Private room,5,1,1,420
Entire home/apt,,2,1,2000
Entire home/apt,,1,1,2190
Private room,5,1,1,590
Private room,,1,1,690
Entire home/apt,4.5,5,2.5,2490
Entire home/apt,,1,1,1200
Entire home/apt,,1,1,850
Entire home/apt,,7,4,3000
Entire home/apt,,5,2,2800
Entire home/apt,5,1,1,1190
Entire home/apt,,3,1,1750
Private room,,1,1,240
Entire home/apt,5,3,1,1700
Entire home/apt,4.5,1,1,350
Entire home/apt,,3,2.5,3500
Private room,5,1,1,530
Entire home/apt,,1,1,1360
Private room,5,1,1,550
Entire home/apt,4.5,1,1,1360
Entire home/apt,,1,1,990
Shared room,,1,3.5,250
Entire home/apt,5,0,1,800
Entire home/apt,,4,2.5,1060
Entire home/apt,5,1,1,850
Private room,5,1,1,550
Entire home/apt,,3,2,1550
Entire home/apt,,1,1,1100
Entire home/apt,,2,1,1180
Entire home/apt,4.5,2,1,1220
Entire home/apt,,4,2.5,2100
Entire home/apt,,1,1,1250
Shared room,,1,3.5,250
Shared room,,1,3.5,250
Shared room,,1,3.5,250
Shared room,,1,3.5,250
Shared room,,1,3.5,250
Shared room,,1,3.5,250
Shared room,,1,3.5,250
Shared room,,1,3.5,250
Shared room,,1,3.5,250
Shared room,,1,3.5,250
Shared room,,1,3.5,250
Shared room,,1,3.5,250
Private room,5,5,2,690
Entire home/apt,5,1,1,620
Entire home/apt,,3,2,1500
Entire home/apt,4.5,1,1,550
Private room,,1,2,290
Private room,,1,2,290
Entire home/apt,,4,3.5,3300
Entire home/apt,,0,1,1970
Entire home/apt,3.5,1,1,580
Entire home/apt,5,1,1,430
Private room,,1,1,300
Private room,5,1,1,430
Private room,,1,1,300
Private room,5,1,2,420
Entire home/apt,5,3,2,1310
Entire home/apt,,0,1,900
Entire home/apt,,1,1,900
Entire home/apt,5,2,1,870
Entire home/apt,5,1,1,800
Private room,5,1,1,550
Entire home/apt,5,2,1.5,850
Entire home/apt,,5,3,2220
Entire home/apt,,4,2,2180
Private room,5,1,1,400
Entire home/apt,5,2,1,1000
Private room,,0,1,660
Entire home/apt,,1,1,820
Entire home/apt,,1,1,1210
Entire home/apt,,7,4,2980
Entire home/apt,4.5,1,1,690
Entire home/apt,4.5,0,1,800
Entire home/apt,,2,1,890
Entire home/apt,4,5,3,820
Entire home/apt,5,0,1,320
Entire home/apt,,2,2,2390
Entire home/apt,,1,1,750
Private room,4.5,1,1,550
Entire home/apt,,1,1,750
Entire home/apt,,1,1,750
Entire home/apt,,1,1,750
Entire home/apt,,1,1,750
Entire home/apt,,1,1,750
Entire home/apt,,1,1,750
Entire home/apt,,1,1,750
Entire home/apt,,1,1,750
Entire home/apt,,1,1,750
Entire home/apt,,3,2,1250
Entire home/apt,5,1,1,880
Entire home/apt,,1,1,850
Entire home/apt,,1,1,1500
Entire home/apt,5,2,1,750
Entire home/apt,,1,1,850
Entire home/apt,4.5,1,1,850
Entire home/apt,,0,1,750
Entire home/apt,,0,1,1250
Entire home/apt,,0,1,740
Entire home/apt,,0,1,750
Entire home/apt,,0,1,750
Entire home/apt,,0,1,750
Entire home/apt,,0,1,750
Entire home/apt,,0,1,750
Entire home/apt,,0,1,750
Entire home/apt,,1,1,850
Entire home/apt,,1,1,1000
Entire home/apt,5,1,1,900
Entire home/apt,,4,3.5,5500
Private room,,1,1,350
Entire home/apt,5,1,1,1100
Entire home/apt,5,0,1,880
Entire home/apt,,1,1,1490
Entire home/apt,,1,1,1490
Entire home/apt,,1,1,1490
Entire home/apt,,1,1,1490
Entire home/apt,,1,1,1490
Entire home/apt,,1,1,1490
Entire home/apt,,1,1,1490
Entire home/apt,,1,1,1490
Entire home/apt,,1,1,1490
Entire home/apt,,1,1,1490
Entire home/apt,5,2,1,1250
Entire home/apt,,1,1,900
Entire home/apt,5,4,2.5,1100
Private room,5,1,1,560
Private room,,1,1,700
Entire home/apt,4.5,1,1,1000
Private room,,1,1,400
Entire home/apt,5,2,1,1190
Entire home/apt,5,1,1,890
Entire home/apt,,2,1,1500
Entire home/apt,5,1,1,850
Entire home/apt,,1,1,850
Private room,,1,1.5,800
Entire home/apt,4.5,1,1,690
Entire home/apt,4.5,1,1,680
Private room,5,1,0.5,420
Entire home/apt,5,2,2,1970
Entire home/apt,5,0,1,740
Private room,5,1,1,330
Private room,,1,1,350
Entire home/apt,3.5,2,2,1050
Entire home/apt,,2,1,1250
Entire home/apt,5,1,1,750
Entire home/apt,,1,1,1100
Entire home/apt,4.5,1,1,850
Entire home/apt,5,0,1,1200
Entire home/apt,,2,1.5,1730
Entire home/apt,,3,2,2650
Entire home/apt,,1,2,1300
Entire home/apt,,3,1,900
Entire home/apt,,1,1,850
Entire home/apt,5,1,1,650
Entire home/apt,,0,1,900
Entire home/apt,,0,1,1000
Entire home/apt,,1,1,650
Entire home/apt,,0,1,500
Entire home/apt,,1,1,850
Private room,5,1,1,370
Private room,,1,1,1150
Entire home/apt,4.5,0,1,500
Private room,,1,1,650
Entire home/apt,,5,2.5,2400
Entire home/apt,,1,1,780
Entire home/apt,5,0,1,950
Entire home/apt,,0,1,780
Entire home/apt,,1,1,780
Entire home/apt,,0,1,780
Entire home/apt,,0,1,780
Entire home/apt,,0,1,780
Entire home/apt,,0,1,780
Entire home/apt,,0,1,780
Entire home/apt,,0,1,780
Entire home/apt,,0,1,780
Entire home/apt,,2,2,1990
Private room,,1,2,420
Entire home/apt,5,2,1,750
Entire home/apt,,2,1,1000
Entire home/apt,,1,1,1500
Private room,,1,1,800
Entire home/apt,5,0,1,500
Entire home/apt,5,1,1,880
Private room,5,1,1,550
Entire home/apt,5,2,1,770
Entire home/apt,5,2,2,1090
Entire home/apt,,3,1,2000
Private room,5,1,1.5,440
Entire home/apt,5,3,2,1500
Entire home/apt,5,1,1,700
Entire home/apt,5,1,1,520
Private room,5,1,1,450
Private room,,1,1.5,820
Entire home/apt,,5,2,1500
Entire home/apt,,3,2,1380
Entire home/apt,,0,1,790
Entire home/apt,,5,3,1350
Entire home/apt,4.5,1,1,850
Entire home/apt,,4,2,1650
Entire home/apt,5,1,1,750
Entire home/apt,,2,1,1000
Entire home/apt,,1,1,670
Entire home/apt,4,0,1,700
Entire home/apt,5,1,1,790
Entire home/apt,5,1,1,850
Private room,4,1,1.5,250
Entire home/apt,5,2,1,800
Entire home/apt,,2,1,1750
Entire home/apt,4,1,1,310
Private room,5,0,1,590
Entire home/apt,,2,1,700
Private room,,1,1.5,280
Private room,,1,1,600
Private room,,1,1,300
Private room,,1,1,300
Private room,,1,1,300
Private room,,1,1,550
Entire home/apt,4.5,1,1,580
Entire home/apt,,1,1,1470
Entire home/apt,,2,2,1250
Private room,,2,1,690
Entire home/apt,5,1,1,290
Entire home/apt,,2,1,770
Entire home/apt,5,1,1,780
Entire home/apt,5,0,1,820
Entire home/apt,5,2,1,690
Private room,,2,1,280
Private room,,1,0.5,500
Private room,,1,2,300
Entire home/apt,4.5,0,1,600
Entire home/apt,5,1,1,820
Private room,5,0,1,370
Entire home/apt,5,2,1,2100
Entire home/apt,,3,2.5,3000
Entire home/apt,,4,2,1620
Entire home/apt,,1,1,850
Entire home/apt,,2,2.5,2210
Private room,,1,2,250
Entire home/apt,,2,2,2410
Private room,4.5,1,1.5,450
Entire home/apt,5,1,1,800
Private room,5,1,1,380
Entire home/apt,5,1,1,690
Entire home/apt,4.5,1,1,650
Entire home/apt,,0,1,480
Private room,3.5,1,1,370
Entire home/apt,,2,1,1000
Entire home/apt,4.5,0,1,680
Private room,4.5,1,2,280
Entire home/apt,,2,2,2000
Entire home/apt,,2,2,1580
Entire home/apt,,3,2,1000
Entire home/apt,,2,2,2750
Private room,5,1,1,360
Private room,5,1,1,450
Entire home/apt,,1,1,1300
Private room,5,2,1,650
Private room,,1,1,400
Entire home/apt,,4,2.5,2500
Private room,,1,1,350
Entire home/apt,5,1,1,920
Entire home/apt,5,1,1,620
Entire home/apt,,1,1,1080
Private room,,1,1,400
Entire home/apt,5,2,1,640
Entire home/apt,4.5,1,1,810
Entire home/apt,4.5,1,1,870
Entire home/apt,,3,2,1550
Private room,,1,1,320
Private room,,1,1,1800
Entire home/apt,,1,1,1190
Entire home/apt,,2,1,790
Entire home/apt,4.5,1,1,850
Entire home/apt,5,2,1,340
Private room,,1,1,390
Entire home/apt,,0,1,1500
Entire home/apt,5,1,1,370
Entire home/apt,5,0,1,600
Shared room,,1,1,200
Private room,,1,1,390
Entire home/apt,5,2,1,1200
Private room,,1,1,820
Private room,5,1,1,420
Private room,,1,1,410
Entire home/apt,,3,2.5,1400
Private room,,1,1,410
Entire home/apt,,3,2,1750
Entire home/apt,4,0,1,740
Private room,,1,1,890
Entire home/apt,,0,1,900
Entire home/apt,,3,2,1070
Entire home/apt,,2,1,1100
Entire home/apt,5,1,1,1000
Private room,5,1,1,170
Entire home/apt,,2,1,1150
Private room,,1,1.5,430
Entire home/apt,,2,1,620
Private room,4,1,1.5,520
Private room,,1,2,550
Entire home/apt,,2,1,1210
Entire home/apt,,4,3,1200
Entire home/apt,,1,1,840
Entire home/apt,,1,1,760
Private room,5,1,1.5,300
Private room,,1,1,510
Private room,5,1,1,750
Entire home/apt,4.5,2,1,890
Entire home/apt,,3,2,1650
Entire home/apt,,4,4,2000
Entire home/apt,,3,3,1790
Entire home/apt,4.5,1,1,690
Entire home/apt,4.5,2,1,460
Entire home/apt,,2,1,1000
Entire home/apt,5,1,1,900
Entire home/apt,5,0,1,680
Entire home/apt,,2,1,750
Entire home/apt,,2,1,1250
Entire home/apt,,2,1.5,400
Entire home/apt,4.5,1,1,550
Shared room,,1,1,200
Entire home/apt,,2,1,1590
Entire home/apt,4.5,1,1,700
Entire home/apt,4.5,2,1,700
Entire home/apt,,3,2.5,1710
Entire home/apt,,1,1,800
Private room,,1,1,320
Entire home/apt,,3,2.5,1950
Private room,,1,1,300
Entire home/apt,5,0,1,350
Private room,4.5,1,1,540
Entire home/apt,5,1,1,700
Private room,3.5,1,1,350
Entire home/apt,5,1,1,650
Private room,5,1,1,280
Entire home/apt,,2,1,1050
Entire home/apt,5,1,1,670
Entire home/apt,,2,1,800
Entire home/apt,,2,1,850
Entire home/apt,5,2,1,890
Entire home/apt,5,1,1.5,900
Entire home/apt,5,4,2,1070
Entire home/apt,,1,1,900
Private room,5,1,1,500
Entire home/apt,,0,1,350
